epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
123,4422.81,0.87727,0.56658,1.07138,0.9208,0.84835,0.93109,0.67504,0.93217,0.55282,1.06332,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
124,4459.4,0.88074,0.56951,1.0749,0.89606,0.86228,0.92605,0.6772,0.92823,0.55666,1.0587,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575
125,4495.65,0.86069,0.56882,1.06659,0.89318,0.87657,0.93221,0.67592,0.93604,0.54045,1.06127,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
126,4532.12,0.86707,0.56399,1.06363,0.93147,0.83811,0.92355,0.67266,0.94169,0.55559,1.06924,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625
127,4568.81,0.85696,0.55484,1.06645,0.90707,0.8627,0.93343,0.67843,0.93113,0.53534,1.07158,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
128,4605.49,0.85086,0.55768,1.06167,0.90118,0.86434,0.92941,0.66827,0.95176,0.54625,1.08125,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675
129,4641.48,0.84863,0.5522,1.05859,0.89611,0.87153,0.92625,0.67804,0.92133,0.54572,1.06231,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
130,4678.3,0.86901,0.56727,1.07235,0.91894,0.85612,0.93199,0.67273,0.9312,0.53918,1.06879,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725
131,4714.47,0.86341,0.56233,1.0645,0.88954,0.87256,0.92098,0.66945,0.9342,0.55611,1.06654,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
132,4750.78,0.85036,0.55705,1.0577,0.91648,0.8705,0.9305,0.67779,0.92806,0.55148,1.07069,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775
133,4787.32,0.86634,0.56284,1.06108,0.90682,0.86536,0.92997,0.67841,0.92952,0.54741,1.07176,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
134,4823.45,0.83959,0.54845,1.0584,0.93075,0.83967,0.92868,0.67348,0.93916,0.54648,1.07167,0.0201248,0.00670825,0.0201248,0.00670825,0.0201248,0.00670825,0.0201248,0.00670825
135,4859.4,0.85257,0.54867,1.06297,0.91476,0.85303,0.92884,0.67816,0.92904,0.54738,1.0581,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
136,4895.24,0.84767,0.5544,1.06083,0.9073,0.86512,0.93051,0.6817,0.92398,0.53796,1.05987,0.0199762,0.00665875,0.0199762,0.00665875,0.0199762,0.00665875,0.0199762,0.00665875
137,4931.19,0.835,0.54485,1.06157,0.89899,0.87359,0.93133,0.6793,0.92375,0.54005,1.06905,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
138,4967.05,0.84748,0.5521,1.05687,0.903,0.88078,0.93535,0.68292,0.919,0.52022,1.06435,0.0198277,0.00660925,0.0198277,0.00660925,0.0198277,0.00660925,0.0198277,0.00660925
139,5002.72,0.84332,0.54491,1.0539,0.90677,0.87461,0.93645,0.68209,0.92029,0.52275,1.06338,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
140,5038.6,0.83807,0.53927,1.05296,0.92075,0.85976,0.93639,0.68669,0.9114,0.52265,1.05574,0.0196793,0.00655975,0.0196793,0.00655975,0.0196793,0.00655975,0.0196793,0.00655975
141,5074.44,0.83644,0.54384,1.04654,0.92551,0.85556,0.93378,0.68537,0.9067,0.53261,1.04866,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
142,5110.71,0.83458,0.54112,1.05294,0.9129,0.88181,0.93613,0.68854,0.90693,0.51883,1.04865,0.0195307,0.00651025,0.0195307,0.00651025,0.0195307,0.00651025,0.0195307,0.00651025
143,5146.58,0.83218,0.53634,1.05502,0.91289,0.87242,0.93443,0.69186,0.8992,0.51494,1.04374,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
144,5182.84,0.82743,0.54514,1.05074,0.91496,0.87461,0.93617,0.68925,0.89771,0.52104,1.04518,0.0193823,0.00646075,0.0193823,0.00646075,0.0193823,0.00646075,0.0193823,0.00646075
145,5218.73,0.82078,0.53506,1.04336,0.90416,0.88229,0.93751,0.69033,0.8949,0.51587,1.03847,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
146,5254.75,0.83147,0.53159,1.0465,0.90437,0.87564,0.93375,0.68428,0.90491,0.5275,1.05061,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125
147,5290.71,0.8377,0.53926,1.05529,0.92073,0.86742,0.93645,0.69018,0.89485,0.51833,1.04564,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
148,5326.62,0.83749,0.54811,1.0543,0.91024,0.87547,0.92974,0.69168,0.8979,0.53306,1.04411,0.0190853,0.00636175,0.0190853,0.00636175,0.0190853,0.00636175,0.0190853,0.00636175
149,5362.13,0.82891,0.54367,1.04651,0.9143,0.87718,0.93567,0.68969,0.89204,0.52115,1.04402,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
150,5398.06,0.80772,0.5169,1.04142,0.89018,0.89136,0.93474,0.69212,0.89189,0.5183,1.04591,0.0189367,0.00631225,0.0189367,0.00631225,0.0189367,0.00631225,0.0189367,0.00631225
151,5433.72,0.81075,0.52977,1.04416,0.90176,0.87733,0.93646,0.69164,0.896,0.51409,1.05576,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
152,5469.94,0.82538,0.5291,1.03942,0.9024,0.88284,0.93652,0.6908,0.89696,0.51685,1.04893,0.0187882,0.00626275,0.0187882,0.00626275,0.0187882,0.00626275,0.0187882,0.00626275
153,5506.1,0.81861,0.52697,1.0395,0.9137,0.87045,0.93724,0.69272,0.89793,0.51259,1.04821,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
154,5542.01,0.812,0.52086,1.04096,0.92111,0.86404,0.93284,0.68857,0.88668,0.5105,1.03939,0.0186397,0.00621325,0.0186397,0.00621325,0.0186397,0.00621325,0.0186397,0.00621325
155,5577.64,0.81757,0.52488,1.04359,0.92457,0.86948,0.93911,0.69046,0.88678,0.50777,1.03732,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
156,5613.37,0.82892,0.53529,1.04293,0.93718,0.85858,0.93841,0.69063,0.88932,0.50811,1.04229,0.0184913,0.00616375,0.0184913,0.00616375,0.0184913,0.00616375,0.0184913,0.00616375
157,5649.19,0.82914,0.52735,1.04541,0.89933,0.88139,0.93049,0.69182,0.88509,0.51667,1.04127,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
158,5685.4,0.81504,0.52546,1.03899,0.89851,0.86639,0.92957,0.68635,0.8879,0.52748,1.04284,0.0183427,0.00611425,0.0183427,0.00611425,0.0183427,0.00611425,0.0183427,0.00611425
159,5720.72,0.801,0.51368,1.02615,0.90908,0.87975,0.93431,0.68643,0.89365,0.5252,1.04452,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
160,5756.3,0.79978,0.51419,1.03938,0.90613,0.88295,0.93676,0.69223,0.89054,0.52289,1.04694,0.0181942,0.00606475,0.0181942,0.00606475,0.0181942,0.00606475,0.0181942,0.00606475
161,5791.96,0.80395,0.5181,1.03988,0.90466,0.87772,0.93615,0.68987,0.89515,0.52064,1.05125,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
162,5827.93,0.8046,0.51602,1.03673,0.92159,0.86434,0.93279,0.69175,0.88848,0.51753,1.04612,0.0180457,0.00601525,0.0180457,0.00601525,0.0180457,0.00601525,0.0180457,0.00601525
163,5863.72,0.80577,0.51924,1.03719,0.91296,0.87256,0.93462,0.69563,0.8921,0.51155,1.04425,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
164,5899.56,0.79752,0.51291,1.03118,0.90942,0.87708,0.93513,0.69157,0.90278,0.52209,1.05349,0.0178972,0.00596575,0.0178972,0.00596575,0.0178972,0.00596575,0.0178972,0.00596575
165,5935.17,0.79748,0.51422,1.03255,0.89727,0.88489,0.93764,0.69344,0.89764,0.51649,1.0486,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
166,5971.1,0.78625,0.49848,1.02603,0.90484,0.88489,0.93873,0.695,0.89091,0.51079,1.04145,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625
167,6007.22,0.79494,0.5082,1.03419,0.92059,0.8592,0.93465,0.69297,0.88723,0.51503,1.04038,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
168,6043,0.80007,0.51762,1.03319,0.90063,0.87873,0.93203,0.69227,0.88816,0.5135,1.04152,0.0176003,0.00586675,0.0176003,0.00586675,0.0176003,0.00586675,0.0176003,0.00586675
169,6078.08,0.79641,0.50641,1.03621,0.89884,0.88575,0.93092,0.69315,0.88447,0.51424,1.04002,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
170,6114.01,0.79682,0.5128,1.03812,0.9303,0.86416,0.9338,0.69625,0.8829,0.51396,1.03926,0.0174518,0.00581725,0.0174518,0.00581725,0.0174518,0.00581725,0.0174518,0.00581725
171,6149.79,0.78898,0.50471,1.03219,0.92974,0.86331,0.93719,0.69729,0.88049,0.51184,1.03655,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
172,6185.71,0.7963,0.50189,1.02074,0.93281,0.87043,0.93317,0.69898,0.8772,0.51176,1.03242,0.0173032,0.00576775,0.0173032,0.00576775,0.0173032,0.00576775,0.0173032,0.00576775
173,6221.08,0.78372,0.49674,1.02419,0.93327,0.86742,0.93313,0.698,0.87299,0.50932,1.03079,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
174,6256.8,0.77561,0.50278,1.02199,0.92499,0.87975,0.93825,0.69988,0.87207,0.50139,1.03114,0.0171547,0.00571825,0.0171547,0.00571825,0.0171547,0.00571825,0.0171547,0.00571825
175,6292.34,0.79877,0.50566,1.02293,0.91147,0.88885,0.93964,0.70188,0.87358,0.50194,1.03281,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
176,6327.89,0.77693,0.50111,1.02076,0.91251,0.8897,0.94134,0.70205,0.87016,0.50099,1.03403,0.0170063,0.00566875,0.0170063,0.00566875,0.0170063,0.00566875,0.0170063,0.00566875
177,6364.45,0.79488,0.50874,1.03003,0.91962,0.88798,0.94252,0.70052,0.87588,0.49874,1.0378,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
178,6401.65,0.76685,0.49656,1.01923,0.92854,0.88181,0.94351,0.70042,0.87724,0.49567,1.03897,0.0168578,0.00561925,0.0168578,0.00561925,0.0168578,0.00561925,0.0168578,0.00561925
179,6439.85,0.77022,0.49905,1.02594,0.93266,0.87461,0.94244,0.70342,0.88203,0.49941,1.03938,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
180,6481.35,0.78448,0.50614,1.02998,0.92505,0.88793,0.93924,0.70256,0.8794,0.49761,1.04047,0.0167092,0.00556975,0.0167092,0.00556975,0.0167092,0.00556975,0.0167092,0.00556975
181,6519.13,0.78244,0.50218,1.02039,0.92934,0.88695,0.94275,0.70273,0.87966,0.49719,1.03631,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
182,6556.2,0.77944,0.50686,1.02424,0.92801,0.88489,0.93944,0.70203,0.87714,0.49654,1.03596,0.0165607,0.00552025,0.0165607,0.00552025,0.0165607,0.00552025,0.0165607,0.00552025
183,6593.09,0.77127,0.49322,1.01841,0.92635,0.87899,0.94175,0.69954,0.8768,0.49659,1.03507,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
184,6630.26,0.77975,0.49301,1.02297,0.92842,0.87153,0.93814,0.69975,0.87579,0.49461,1.03228,0.0164122,0.00547075,0.0164122,0.00547075,0.0164122,0.00547075,0.0164122,0.00547075
185,6667.21,0.76932,0.49647,1.01884,0.92582,0.87153,0.94048,0.70049,0.87233,0.49442,1.03058,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
186,6704.61,0.77244,0.48954,1.01708,0.91618,0.88745,0.93435,0.69718,0.87739,0.49887,1.0338,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125
187,6741.5,0.76811,0.48849,1.01686,0.92247,0.87975,0.9359,0.69968,0.87961,0.50104,1.03667,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
188,6778.25,0.75433,0.48025,1.00467,0.93209,0.87461,0.93686,0.69933,0.88275,0.49901,1.03844,0.0161152,0.00537175,0.0161152,0.00537175,0.0161152,0.00537175,0.0161152,0.00537175
189,6814.99,0.7572,0.48202,1.0102,0.90236,0.89928,0.93758,0.70131,0.87832,0.49431,1.03661,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
190,6851.61,0.77116,0.49515,1.02045,0.91376,0.89296,0.93773,0.70174,0.87683,0.49329,1.03611,0.0159668,0.00532225,0.0159668,0.00532225,0.0159668,0.00532225,0.0159668,0.00532225
191,6888.28,0.76029,0.48799,1.0113,0.9223,0.87838,0.93712,0.70153,0.87738,0.4888,1.03713,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
192,6924.7,0.77001,0.49869,1.01979,0.93294,0.87221,0.9386,0.6993,0.87706,0.49075,1.03674,0.0158182,0.00527275,0.0158182,0.00527275,0.0158182,0.00527275,0.0158182,0.00527275
193,6961.27,0.75675,0.48289,1.01079,0.92807,0.87519,0.9378,0.6996,0.8768,0.49494,1.03741,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
194,6997.6,0.76239,0.50074,1.01819,0.90627,0.89432,0.93866,0.69966,0.87525,0.497,1.03677,0.0156697,0.00522325,0.0156697,0.00522325,0.0156697,0.00522325,0.0156697,0.00522325
195,7034.38,0.75609,0.48507,1.01814,0.93759,0.86471,0.93798,0.69916,0.8735,0.49608,1.03799,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
196,7071.24,0.76624,0.48808,1.02449,0.92339,0.87955,0.9395,0.6986,0.87749,0.5009,1.03885,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375
197,7107.73,0.74962,0.48274,1.00514,0.92658,0.88199,0.93722,0.69867,0.87627,0.49987,1.0389,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
198,7144.19,0.74954,0.48052,1.00664,0.92555,0.88181,0.93625,0.69909,0.87433,0.50111,1.03976,0.0153727,0.00512425,0.0153727,0.00512425,0.0153727,0.00512425,0.0153727,0.00512425
199,7180.4,0.75042,0.48103,1.01097,0.9267,0.88078,0.9367,0.69943,0.87256,0.50233,1.03806,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
200,7216.91,0.75894,0.48673,1.0153,0.92874,0.87873,0.93707,0.69957,0.87271,0.50185,1.03643,0.0152242,0.00507475,0.0152242,0.00507475,0.0152242,0.00507475,0.0152242,0.00507475
201,7253.26,0.7252,0.47011,1.00368,0.92922,0.87697,0.93768,0.6993,0.87034,0.50087,1.03498,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
202,7289.73,0.74026,0.46849,1.00599,0.93626,0.87153,0.93741,0.69939,0.87208,0.50237,1.03569,0.0150757,0.00502525,0.0150757,0.00502525,0.0150757,0.00502525,0.0150757,0.00502525
203,7325.74,0.74889,0.48148,1.00712,0.93137,0.86742,0.93518,0.69815,0.87425,0.50287,1.03727,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
204,7362.37,0.74354,0.47456,1.01251,0.92602,0.87667,0.93785,0.69982,0.87504,0.50298,1.03872,0.0149273,0.00497575,0.0149273,0.00497575,0.0149273,0.00497575,0.0149273,0.00497575
205,7398.78,0.73767,0.47028,1.00716,0.92527,0.87667,0.93777,0.69947,0.87494,0.4995,1.03936,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
206,7435.12,0.75034,0.47199,1.01061,0.93345,0.87153,0.9381,0.70043,0.87276,0.4975,1.03601,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625
207,7471.5,0.74863,0.48042,1.01297,0.935,0.86948,0.93787,0.70315,0.87192,0.49596,1.03325,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
208,7508,0.73579,0.47418,1.00717,0.91005,0.889,0.93828,0.70514,0.87523,0.49334,1.03465,0.0146303,0.00487675,0.0146303,0.00487675,0.0146303,0.00487675,0.0146303,0.00487675
209,7544.3,0.74231,0.46255,1.00461,0.91142,0.88833,0.93839,0.70406,0.8752,0.49288,1.0353,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
210,7580.47,0.74782,0.47103,1.00785,0.92753,0.88126,0.93856,0.70564,0.87438,0.49414,1.03449,0.0144817,0.00482725,0.0144817,0.00482725,0.0144817,0.00482725,0.0144817,0.00482725
211,7618.5,0.72219,0.46371,1.00169,0.92403,0.88181,0.93892,0.70382,0.8728,0.49136,1.03362,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
212,7655.24,0.74078,0.46884,0.99764,0.91774,0.889,0.93892,0.70656,0.87166,0.49348,1.03358,0.0143333,0.00477775,0.0143333,0.00477775,0.0143333,0.00477775,0.0143333,0.00477775
213,7691.24,0.74522,0.47357,1.00875,0.921,0.88798,0.93951,0.70628,0.87052,0.49345,1.03382,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
214,7727.71,0.72968,0.45954,0.9981,0.91943,0.88592,0.93997,0.70458,0.87294,0.49479,1.03616,0.0141848,0.00472825,0.0141848,0.00472825,0.0141848,0.00472825,0.0141848,0.00472825
215,7764.26,0.73596,0.46646,0.9993,0.9158,0.88798,0.93888,0.706,0.87174,0.49062,1.03623,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
216,7801.34,0.73297,0.47791,0.99825,0.92048,0.88695,0.93957,0.70775,0.87258,0.49021,1.03681,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875
217,7837.64,0.74833,0.48223,1.01076,0.92397,0.88695,0.93984,0.70653,0.87429,0.48893,1.03972,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
218,7873.89,0.72718,0.46284,1,0.92496,0.889,0.94026,0.70555,0.874,0.48833,1.04,0.0138878,0.00462925,0.0138878,0.00462925,0.0138878,0.00462925,0.0138878,0.00462925
219,7910,0.72659,0.45996,0.99746,0.92879,0.88386,0.94105,0.70458,0.87181,0.48607,1.03954,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
220,7946.35,0.73644,0.47077,0.99478,0.92293,0.88608,0.94112,0.70667,0.87035,0.48469,1.03775,0.0137392,0.00457975,0.0137392,0.00457975,0.0137392,0.00457975,0.0137392,0.00457975
221,7982.75,0.72252,0.46335,0.99791,0.93238,0.87873,0.94067,0.70783,0.87007,0.48601,1.03704,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
222,8019.08,0.73382,0.4694,0.99011,0.91808,0.89311,0.94045,0.70679,0.86977,0.48668,1.03731,0.0135908,0.00453025,0.0135908,0.00453025,0.0135908,0.00453025,0.0135908,0.00453025
223,8055.35,0.72274,0.45638,0.99076,0.91485,0.89441,0.9401,0.70555,0.86968,0.48569,1.03773,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
224,8091.37,0.73067,0.46942,1.00283,0.91658,0.8962,0.9398,0.7075,0.86876,0.48637,1.03817,0.0134422,0.00448075,0.0134422,0.00448075,0.0134422,0.00448075,0.0134422,0.00448075
225,8127.53,0.72038,0.45678,0.99547,0.91713,0.89852,0.94004,0.70759,0.86717,0.48601,1.03683,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
226,8163.94,0.73185,0.46626,1.00139,0.91837,0.89517,0.93998,0.70919,0.86545,0.488,1.03466,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125
227,8200.32,0.70474,0.44994,0.98437,0.91501,0.89622,0.9392,0.70714,0.86605,0.49068,1.03358,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
228,8237.1,0.71593,0.46143,0.99414,0.91835,0.89007,0.93908,0.70786,0.86677,0.49304,1.03311,0.0131452,0.00438175,0.0131452,0.00438175,0.0131452,0.00438175,0.0131452,0.00438175
229,8273.74,0.71048,0.4468,0.98835,0.91305,0.8958,0.93946,0.70848,0.86582,0.49233,1.03326,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
230,8310.02,0.72624,0.46323,1.00628,0.91711,0.89517,0.93993,0.71001,0.86419,0.4905,1.03185,0.0129967,0.00433225,0.0129967,0.00433225,0.0129967,0.00433225,0.0129967,0.00433225
231,8346.53,0.71682,0.45882,1.0013,0.93181,0.88386,0.9403,0.71062,0.86102,0.48895,1.03051,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
232,8382.91,0.71757,0.45932,0.99473,0.93676,0.88303,0.93974,0.71115,0.8613,0.4884,1.02998,0.0128483,0.00428275,0.0128483,0.00428275,0.0128483,0.00428275,0.0128483,0.00428275
233,8419.46,0.7075,0.44716,0.98944,0.93484,0.88473,0.94021,0.71204,0.8616,0.48706,1.02937,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
234,8455.78,0.71305,0.44887,0.99177,0.93561,0.87667,0.94007,0.711,0.86181,0.48878,1.02851,0.0126997,0.00423325,0.0126997,0.00423325,0.0126997,0.00423325,0.0126997,0.00423325
235,8492.33,0.71116,0.45724,0.98607,0.93652,0.87935,0.94035,0.71212,0.86242,0.48645,1.02913,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
236,8528.84,0.71697,0.45961,0.99392,0.93057,0.88078,0.93979,0.71212,0.86201,0.48735,1.02832,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375
237,8565.29,0.70391,0.4521,0.98805,0.92792,0.87873,0.9402,0.71065,0.86237,0.4855,1.02843,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
238,8601.78,0.70142,0.44576,0.98757,0.92781,0.88078,0.94026,0.71244,0.8647,0.48537,1.03035,0.0124027,0.00413425,0.0124027,0.00413425,0.0124027,0.00413425,0.0124027,0.00413425
239,8637.94,0.68948,0.43827,0.98158,0.92633,0.89003,0.93911,0.71181,0.86415,0.48699,1.02946,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
240,8674.67,0.71376,0.45227,0.99443,0.91841,0.889,0.93953,0.71204,0.86392,0.48419,1.0295,0.0122542,0.00408475,0.0122542,0.00408475,0.0122542,0.00408475,0.0122542,0.00408475
241,8710.99,0.69884,0.44847,0.99093,0.91652,0.89003,0.93888,0.71124,0.8646,0.48541,1.02968,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
242,8747.6,0.70466,0.44718,0.99108,0.91646,0.88592,0.93842,0.70994,0.86379,0.48516,1.02977,0.0121057,0.00403525,0.0121057,0.00403525,0.0121057,0.00403525,0.0121057,0.00403525
243,8783.58,0.69078,0.43809,0.98736,0.9119,0.889,0.9384,0.71035,0.86313,0.48327,1.0293,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
244,8819.82,0.69591,0.44418,0.98931,0.91245,0.88898,0.93856,0.71129,0.86331,0.48239,1.02873,0.0119572,0.00398575,0.0119572,0.00398575,0.0119572,0.00398575,0.0119572,0.00398575
245,8856.2,0.69553,0.43964,0.98516,0.9172,0.88796,0.93917,0.71097,0.86218,0.48078,1.02728,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
246,8892.41,0.69434,0.43678,0.98493,0.91802,0.88623,0.93858,0.71142,0.86041,0.48119,1.02671,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625
247,8928.13,0.67946,0.43316,0.97921,0.9196,0.88592,0.93845,0.71271,0.85902,0.48117,1.0265,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
248,8964.43,0.69883,0.44416,0.98575,0.91676,0.88592,0.93826,0.71131,0.8586,0.47959,1.02798,0.0116602,0.00388675,0.0116602,0.00388675,0.0116602,0.00388675,0.0116602,0.00388675
249,9000.3,0.70495,0.44217,0.98602,0.92073,0.88335,0.93806,0.712,0.85797,0.47795,1.02833,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
250,9036.81,0.68592,0.43606,0.98101,0.92299,0.88688,0.93799,0.71081,0.85875,0.47898,1.02935,0.0115117,0.00383725,0.0115117,0.00383725,0.0115117,0.00383725,0.0115117,0.00383725
251,9072.62,0.6841,0.4364,0.97148,0.92121,0.88927,0.93764,0.71063,0.85898,0.47712,1.03063,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
252,9108.81,0.6904,0.43337,0.9806,0.92031,0.89019,0.93777,0.70981,0.8598,0.4765,1.03134,0.0113633,0.00378775,0.0113633,0.00378775,0.0113633,0.00378775,0.0113633,0.00378775
253,9144.98,0.67742,0.42851,0.97988,0.92034,0.89058,0.9371,0.71081,0.85921,0.47681,1.03111,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
254,9181.74,0.67942,0.4293,0.97818,0.91949,0.889,0.93689,0.71019,0.85963,0.47684,1.03217,0.0112148,0.00373825,0.0112148,0.00373825,0.0112148,0.00373825,0.0112148,0.00373825
255,9218.03,0.69666,0.43674,0.98906,0.92037,0.89106,0.93701,0.711,0.85967,0.47739,1.03272,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
256,9253.95,0.68343,0.43869,0.98243,0.92049,0.89414,0.93744,0.71102,0.85929,0.47629,1.03277,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875
